marca,modello,paese,prezzo_auto,anticipo,durata,importo_finanziato,importo_totale_dovuto,taeg,tan_fisso,rata,carrozzeria,tipo_di_veicolo,trazione,posti,porte,offerta_n,per_neopatentati,chilometraggio,anno,anno_di_produzione,potenza,tipo_di_cambio,cilindrata,marce,cilindri,peso_a_vuoto,carburante,consumo_di_carburante2_8,emissioni_co_2_8,classe_emissioni,comfort,intrattenimento_media,sicurezza,extra,colore,colore_specifico,tipo_di_vernice,materiale,optional,altre_fonti_energetiche,acconto,usato_garantito,veicolo_non_fumatori,colore_finiture_interne,versione_per_nazione,ultimo_tagliando,proprietari,tagliandi_certificati,revisione,costo_del_trasferimento,consumo_di_carburante_wltp_2_8,emissioni_co_wltp_2_8,cambio_cinghia_distribuzione,emissioni_co_2,costo_di_registrazione,importo_da_pagare,importo_totale_netto_del_credito,importo_lordo_del_credito,spese,taeg_2,rata_mensile,rata_finale,acconto_1,offerta_n_,costo_del_trasferimento_,intrattenimento___media,importo_lordo_del_credito__,taeg_
Jeep ,Renegade,"Borgo San Lorenzo - Firenze - Fi, IT","€ 16.900,-",-0,60 Mesi,"€ 16.900,-","€ 20.749,20","8,73 %","8,00 %","€ 342,67",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,20530778,NA,28.411 km,10/2019,NA,88 kW (120 CV),Manuale,1.598 cm³,6,4,1.430 kg,Diesel (Filtro antiparticolato),"4,8 l/100 km (comb.)5,8 l/100 km (urbano)4,2 l/100 km (extraurbano)",126 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grigio,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fendinebbia*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Controllo vocale*Freno di stazionamento elettrico*Ruota di riserva*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 8.754,-",12 mesi,Sì,Grigio,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Roma - Rm, IT","€ 15.320,-",-0,84 Mesi,"€ 15.400,-","€ 21.168,56","10,01 %","8,50 %","€ 247,84",SUV/Fuoristrada/Pick-up,Usato,4x4,5,5,2023-10349-2000794565,NA,83.175 km,09/2018,NA,103 kW (140 CV),Manuale,1.956 cm³,6,4,1.505 kg,Diesel,"5,1 l/100 km (comb.)6 l/100 km (urbano)4,6 l/100 km (extraurbano)",134 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,GRIGIO,Altro,NA,"Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Vetri oscurati*Volante in pelle*Bluetooth*CD*USB*Airbag conducente*Airbag laterali*Controllo elettronico della corsia*ESP*Fendinebbia*Isofix*Limitatore di velocità*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Kit antipanne*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Arsago Seprio - Varese, IT","€ 14.800,-",-0,60 Mesi,"€ 14.800,-","€ 17.982,60","8,26 %","7,50 %","€ 296,56",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,20530202,NA,95.600 km,05/2019,NA,88 kW (120 CV),Manuale,999 cm³,6,3,1.320 kg,Benzina,"6,5 l/100 km (comb.)6,5 l/100 km (urbano)5,3 l/100 km (extraurbano)",132 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,Nero,Altro,NA,"Bracciolo*Climatizzatore*Cruise Control*Specchietti laterali elettrici*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*USB*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Immobilizzatore elettronico*Isofix*Riconoscimento dei segnali stradali*Servosterzo*Touch screen*Colore Nero *Interni in tessuto nero*Volante multifunzione*Cruise control*Lane assist*Radio UCONNECT 5"" bluetooth-USB*4 Vetri elettrici*Climatizzatore manuale*Bracciolo centrale*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,NA,NA,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Vercelli, IT","€ 16.900,-",-0,60 Mesi,"€ 16.900,-","€ 20.749,20","8,73 %","8,00 %","€ 342,67",SUV/Fuoristrada/Pick-up,Usato,NA,5,5,NA,NA,62.000 km,09/2018,NA,88 kW (120 CV),Manuale,1.598 cm³,6,4,1.505 kg,Diesel,"4,4 l/100 km (comb.)5,5 l/100 km (urbano)4 l/100 km (extraurbano)",118 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,NA,Metallizzato,Stoffa,"360° camera*Alzacristalli elettrici*Bracciolo*Climatizzatore*Climatizzatore automatico, 3 zone*Head-up display*Park distance control*Portellone posteriore elettrico*Riscaldamento ausiliario*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sospensioni pneumatiche*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Tetto panoramico*Tettuccio apribile*Vetri oscurati*Volante in pelle*Volante multifunzione*Volante riscaldato*Android Auto*Apple CarPlay*Autoradio*Bluetooth*Computer di bordo*Funzione TV*MP3*Schermo multifunzione interamente digitale*Sound system*USB*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Antifurto*Controllo elettronico della corsia*ESP*Fari LED*Fari full-LED*Fendinebbia*Immobilizzatore elettronico*Limitatore di velocità*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Gancio traino*Luce d'ambiente*Pacchetto invernale*Pacchetto sportivo*Pneumatici da neve*Pneumatici estivi*Porta scorrevole*Portapacchi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,Sì,Nero,Italia,NA,1,Sì,NA,"€ 999,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Torino - To, IT","€ 17.490,-",-0,60 Mesi,"€ 17.500,-","€ 21.479,40","8,72 %","8,01 %","€ 354,84",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,20474482,NA,28.000 km,10/2019,NA,88 kW (120 CV),Manuale,1.598 cm³,6,4,1.430 kg,Diesel,"4,8 l/100 km (comb.)5,8 l/100 km (urbano)4,2 l/100 km (extraurbano)",126 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grigio scuro,Metallizzato,NA,"Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Autoradio*Autoradio digitale*Bluetooth*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Immobilizzatore elettronico*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,Sì,NA,NA,NA,NA,NA,NA,"€ 1.295,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Vedano al Lambro - Monza Brianza - Mb, IT","€ 12.900,-",-0,60 Mesi,"€ 12.900,-","€ 15.698,40","8,33 %","7,50 %","€ 258,49",SUV/Fuoristrada/Pick-up,Usato,4x4,5,5,01169590138-U30067,NA,146.217 km,02/2015,NA,103 kW (140 CV),Automatico,1.956 cm³,9,4,1.610 kg,Diesel,"5,7 l/100 km (comb.)7 l/100 km (urbano)5,2 l/100 km (extraurbano)",150 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Bianco,BIANCA,Altro,Stoffa,"Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*Bluetooth*MP3*Sound system*USB*Vivavoce*ABS*Airbag conducente*Airbag passeggero*Airbag posteriore*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Kit antipanne*Luce d'ambiente*Portapacchi*Touch screen*I NOSTRI ANNUNCI SONO COMPILATI CON IL MASSIMO SCRUPOLO,PUO'TUTTAVIA CAPITARE DI COMMETTERE UN ERRORE DI TRASCRIZIONE.PER GARANTIRE LA VS. COMPLETA SODDISFAZIONE,VI INVITIAMO PERTANTO IN CASO DI ACQUISTO,A RICHIEDERE CONFERMA SCRITTA DELLE CARATTERISTICHECOMPLETE DEL VEICOLO. For further informations in english, german and french sent a mail to the dear attention of Export office. Thanks WWW.LOCATELLIGROUP.EU[PB:v5ca5ab:xa4f1dbc0bd5f49c2be776d4150a03f7f]*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,NA,1,NA,01/2025,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Perugia, IT","€ 13.450,-",-0,60 Mesi,"€ 13.450,-","€ 16.359,60","8,30 %","7,50 %","€ 269,51",SUV/Fuoristrada/Pick-up,Usato,4x4,5,5,*SOLO PER COMMERCIANTI*,NA,155.768 km,02/2017,NA,125 kW (170 CV),Semiautomatico,1.956 cm³,9,4,1.610 kg,Diesel (Filtro antiparticolato),"5,8 l/100 km (comb.)7 l/100 km (urbano)5,2 l/100 km (extraurbano)",151 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,NA,Metallizzato,Pelle totale,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Controllo automatico clima*Cruise Control*Interni in pelle*Park distance control*Regolazione elettrica sedili*Sedile posteriore sdoppiato*Sedili riscaldati*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Vetri oscurati*Volante in pelle*Autoradio*Bluetooth*MP3*Schermo multifunzione interamente digitale*Sound system*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Antifurto*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fendinebbia*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Servosterzo*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (18"")*Freno di stazionamento elettrico*Touch screen*Vettura ufficiale Italiana*Auto Visibile in sede e in pronta consegna*Si Export*We speak english*A 1 minuto dall’uscita E45 - San Faustino*A meno di 5 minuti dalla stazione centrale di Perugia*A meno di 30 minuti dall’uscita A1 Bettolle-vALDICHIANJA*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,Sì,Nero,Italia,NA,1,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Torino-TO, IT","€ 18.890,-",-0,60 Mesi,"€ 18.900,-","€ 23.182,20","8,69 %","8,00 %","€ 383,22",SUV/Fuoristrada/Pick-up,KM0,Anteriore,5,5,NA,NA,1 km,12/2023,NA,88 kW (120 CV),Manuale,999 cm³,6,3,1.395 kg,Benzina 91,6 l/100 km (comb.)6 l/100 km (urbano)6 l/100 km (extraurbano),140 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grey,Metallizzato,Stoffa,"Alzacristalli elettrici*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*Schermo multifunzione interamente digitale*Sound system*Vivavoce*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo elettronico della corsia*ESP*Limitatore di velocità*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega (16"")*Freno di stazionamento elettrico*PROMO FINO AD ESAURIMENTO STOCK ( Disponibili vari colori ).*Passaggio di Proprietà ed Optional NON inclusi nel prezzo.*Può essere tua da 19.890,00€ solo con Auto Alpina Easy PROMOZIONE finanziaria ed assicurativa.*Sono promozioni speciali per auto già presenti in stock e quindi in veloce esaurimento!*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,Sì,Nero,Italia,03/2024,NA,Sì,NA,"€ 1.190,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Sirmione - Brescia, IT","€ 10.900,-",-0,60 Mesi,"€ 10.900,-","€ 13.293,60","8,43 %","7,50 %","€ 218,41",SUV/Fuoristrada/Pick-up,Usato,NA,5,5,NA,NA,183.000 km,12/2015,NA,88 kW (120 CV),Manuale,1.598 cm³,6,4,1.465 kg,Diesel,"4,6 l/100 km (comb.)5,5 l/100 km (urbano)4 l/100 km (extraurbano)",NA,NA,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,NA,Altro,Stoffa,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Cruise Control*Deflettori*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*MP3*Schermo multifunzione interamente digitale*Sound system*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Controllo automatico trazione*ESP*Fendinebbia*Isofix*Limitatore di velocità*Servosterzo*Cerchi in lega*Controllo vocale*Divisori per bagagliaio*Freno di stazionamento elettrico*Luce d'ambiente*Portapacchi*Sistema lavafari*Ski bag*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,NA,NA,Sì,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Cinisello Balsamo, IT","€ 13.900,-",-0,60 Mesi,"€ 13.900,-","€ 16.900,80","8,29 %","7,51 %","€ 278,53",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,NA,NA,116.106 km,02/2019,NA,88 kW (120 CV),Automatico,1.598 cm³,6,4,1.505 kg,Diesel,"4,4 l/100 km (comb.)5,3 l/100 km (urbano)4 l/100 km (extraurbano)",116 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,NA,NA,Stoffa,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Parabrezza riscaldato*Park distance control*Sedile posteriore sdoppiato*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*CD*MP3*Schermo multifunzione interamente digitale*Sound system*USB*Vivavoce*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Chiusura centralizzata telecomandata*Controllo elettronico della corsia*ESP*Fari di profondità antiabbagliamento*Fari direzionali*Fendinebbia*Frenata d'emergenza assistita*Limitatore di velocità*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Kit fumatori*Luce d'ambiente*Pneumatici da neve*Portapacchi*Ruota di riserva*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,04/2023,1,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Roma, IT","€ 19.600,-",-0,60 Mesi,"€ 19.600,-","€ 24.034,20","8,67 %","8,01 %","€ 397,42",SUV/Fuoristrada/Pick-up,Usato,4x4,5,5,20159268,NA,25.000 km,12/2020,NA,96 kW (131 CV),Automatico,1.332 cm³,6,4,1.845 kg,NA,"1,9 l/100 km (comb.)",44 g/km (comb.),Euro 6d,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grigio scuro,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Regolazione elettrica sedili*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sistema di parcheggio automatico*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Telecamera per parcheggio assistito*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*Schermo multifunzione interamente digitale*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Assistente abbaglianti*Blind spot monitor*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Frenata d'emergenza assistita*Isofix*Limitatore di velocità*Luci diurne*Riconoscimento dei segnali stradali*Servosterzo*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (17"")*Controllo vocale*Freno di stazionamento elettrico*Kit antipanne*Portapacchi*Specchietto retrovisore con funzione antiabbagliamento*Touch screen*24 MESI DI GARANZIA*VETTURA AZIENDALE*UFFICIALE ITALIANA*UNICO PROPRIETARIO*CHILOMETRAGGIO CERTIFICATO*CERCHI IN LEGA DA 17""*SENSORI DI PARCEGGIO ANTERIORI E POSTERIORI*FENDINEBBIA*STOP LED*BARRE*4 VETRI ELETTRICI*SPECCHIETTI ELETTRICI RICHIUDIBILI*KEY LESS GO*SENSORE LUCI*SENSORE PIOGGIA*SENSORE MONITORAGGIO PRESSIONE PNEUMATICI*COMPUTER DI BORDO*CRUISE CONTROL ADATTIVO*LANE ASSIST*FRENATA D'EMERGENZA*RICONOSCIMENTO DEI SEGNALI STRADALI*COMANDI VOCALI*VOLANTE IN PELLE MULTIFUNZIONE*RADIO CON SCHERMO DIGITALE A COLORI TOUCHSCREEN CON COMANDI AL VOLANTE*﻿AUX*USB*NAVIGATORE GRANDE*APPLE CARPLAY*ANDROID AUTO*TELEFONO CON BLUETOOTH*CAMBIO AUTOMATICO E SEQUENZIALE*4WD LOW*SELETTORE DI GUIDA*BLOCCO DEL DIFFERENZIALE*CLIATIZZATORE AUTOMATICO BI-ZONA*SUPPORTO LOMBARE ELETTRICO*BRACCIOLO*6 AIRBAG*ESP *START & STOP *IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",Corrente elettrica ,"€ 0,-",24 mesi,NA,Nero,NA,NA,1,Sì,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
